 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/15/2018


"Rank","Name","S","W-L","Aces","Per Set"
"79","Fresno St.","130","1569","722","4620","0.183"
"80","Jacksonville St.","124","1414","672","4044","0.183"
"81","Marist","115","1361","637","3938","0.184"
"82","Austin Peay","121","1483","655","4495","0.184"
"83","Albany (NY)","102","1300","603","3781","0.184"
"84","Tennessee St.","113","1444","663","4234","0.184"
"85","UMKC","123","1552","734","4433","0.185"
"86","Ball St.","120","1558","728","4480","0.185"
"87","Gardner-Webb","111","1356","659","3754","0.186"
"88","Liberty","116","1389","665","3895","0.186"
"89","Hawaii","102","1187","518","3598","0.186"
"90","Morgan St.","102","1217","577","3442","0.186"
"91","Purdue Fort Wayne","120","1501","675","4437","0.186"
"92","Louisville","116","1311","602","3804","0.186"
"93","Missouri St.","118","1509","671","4492","0.187"
"94","UT Arlington","103","1261","565","3726","0.187"
"95","Canisius","104","1248","541","3779","0.187"
"96","USC Upstate","124","1604","749","4568","0.187"
"97","Stony Brook","106","1303","583","3841","0.187"
"98","Murray St.","116","1413","621","4225","0.187"
"99","Green Bay","113","1405","593","4328","0.188"
"100","Kentucky","109","1268","566","3739","0.188"
"101","Missouri","119","1412","666","3973","0.188"
"102","Iowa St.","123","1569","700","4627","0.188"
"103","N.C. Central","91","1192","561","3359","0.188"
"104","UC Davis","107","1272","536","3914","0.188"
"105","Mercer","107","1219","551","3550","0.188"
"106","Winthrop","112","1363","570","4203","0.189"
"107","Minnesota","107","1416","638","4121","0.189"
"108","Oklahoma","108","1372","627","3945","0.189"
"109","Florida A&M","103","1332","624","3742","0.189"
"110","Stetson","107","1473","668","4237","0.190"
"111","Houston Baptist","127","1515","644","4579","0.190"
"112","IUPUI","108","1466","622","4421","0.191"
"113","Dayton","118","1368","622","3907","0.191"
"114","Purdue","130","1629","755","4566","0.191"
"115","Arkansas St.","126","1535","709","4310","0.192"
"116","UC Irvine","105","1284","559","3782","0.192"
"117","UT Martin","123","1516","662","4451","0.192"
"118","Jackson St.","130","1502","699","4175","0.192"
"119","Tennessee","125","1525","666","4466","0.192"
"120","South Fla.","129","1698","749","4933","0.192"
"121","Tennessee Tech","118","1449","654","4130","0.192"
"122","Omaha","112","1311","584","3775","0.193"
"123","Alabama A&M","129","1609","761","4396","0.193"
"124","New Orleans","121","1540","711","4293","0.193"
"125","Sacramento St.","120","1458","634","4263","0.193"
"126","UConn","119","1387","597","4082","0.194"
"127","St. John's (NY)","138","1668","733","4831","0.194"
"128","UNC Asheville","100","1299","593","3641","0.194"
"129","UNLV","130","1478","655","4242","0.194"
"130","Western Mich.","116","1492","656","4308","0.194"
"131","Villanova","115","1514","643","4479","0.194"
"132","Alabama","116","1487","662","4242","0.194"
"133","Towson","123","1472","619","4383","0.195"
"134","Kansas","109","1367","635","3755","0.195"
"135","Baylor","118","1435","618","4189","0.195"
"136","Furman","110","1420","576","4323","0.195"
"137","Washington St.","130","1661","737","4732","0.195"
"138","Presbyterian","112","1354","613","3789","0.196"
"139","Northern Colo.","111","1309","542","3919","0.196"
"140","Northwestern St.","101","1222","529","3540","0.196"
"141","UNI","126","1543","622","4699","0.196"
"142","NC State","110","1347","586","3880","0.196"
"143","Elon","105","1339","583","3846","0.197"
"144","UNC Greensboro","103","1277","538","3741","0.198"
"145","Idaho St.","125","1550","683","4385","0.198"
"146","Texas","101","1268","587","3443","0.198"
"147","Texas Tech","110","1385","626","3837","0.198"
"148","La.-Monroe","104","1388","638","3789","0.198"
"149","Florida St.","109","1447","657","3982","0.198"
"150","SMU","110","1485","626","4322","0.199"
"151","UC Santa Barbara","112","1358","558","4022","0.199"
"152","Western Caro.","105","1435","618","4106","0.199"
"153","Robert Morris","116","1489","652","4205","0.199"
"154","Samford","136","1668","689","4916","0.199"
"155","Indiana","120","1556","700","4296","0.199"
"156","Appalachian St.","112","1371","590","3917","0.199"
"157","Georgetown","111","1229","514","3584","0.199"
"158","FIU","117","1398","603","3970","0.200"
"159","George Mason","91","1130","484","3224","0.200"
"160","UTSA","105","1236","513","3608","0.200"
"161","Michigan St.","121","1474","701","3856","0.200"
"162","Southern Miss.","127","1515","665","4238","0.201"
"163","Boston College","112","1416","623","3952","0.201"
"164","Southeast Mo. St.","112","1444","624","4085","0.201"
"165","Alcorn","110","1208","546","3296","0.201"
"166","Rhode Island","96","1155","505","3234","0.201"
"167","Abilene Christian","118","1586","691","4443","0.201"
"168","Maryland","114","1473","649","4077","0.202"
"169","East Carolina","104","1337","572","3785","0.202"
"170","Texas St.","124","1500","623","4339","0.202"
"171","George Washington","102","1271","528","3675","0.202"
"172","Butler","105","1373","614","3754","0.202"
"173","UMBC","106","1312","540","3818","0.202"
"174","New Hampshire","105","1354","565","3902","0.202"
"175","Pepperdine","111","1335","576","3751","0.202"
"176","Grand Canyon","107","1371","577","3923","0.202"
"177","Cincinnati","133","1583","678","4459","0.203"
"178","Weber St.","105","1366","588","3830","0.203"
"179","Arizona","125","1510","629","4335","0.203"
"180","Seattle U","112","1418","614","3956","0.203"
"181","Oakland","108","1391","578","4000","0.203"
"182","Northeastern","109","1364","571","3898","0.203"
"183","New Mexico","122","1497","674","4043","0.204"
"184","La Salle","107","1353","544","3968","0.204"
"185","Western Ky.","117","1384","607","3809","0.204"
"186","Texas A&M","123","1398","573","4037","0.204"
"187","Fordham","108","1388","585","3924","0.205"
"188","TCU","102","1274","534","3615","0.205"
"189","Syracuse","108","1448","651","3891","0.205"
"190","Troy","116","1352","567","3832","0.205"
"191","San Diego","112","1350","582","3746","0.205"
"192","Duke","108","1389","605","3807","0.206"
"193","Campbell","95","1153","488","3228","0.206"
"194","Delaware","107","1367","530","4056","0.206"
"195","Georgia St.","95","1255","541","3456","0.207"
"196","SIUE","105","1365","541","3987","0.207"
"197","Mississippi Val.","109","1256","520","3560","0.207"
"198","Kent St.","116","1510","600","4399","0.207"
"199","Loyola Chicago","108","1441","622","3957","0.207"
"200","San Jose St.","103","1205","488","3464","0.207"
"201","Marquette","115","1404","569","4034","0.207"
"202","Colgate","103","1318","552","3700","0.207"
"203","Long Beach St.","114","1388","577","3911","0.207"
"204","Louisiana","112","1468","612","4124","0.208"
"205","South Alabama","115","1428","633","3829","0.208"
"206","Lipscomb","108","1268","530","3549","0.208"
"207","Eastern Ill.","112","1586","649","4504","0.208"
"208","UCLA","101","1381","555","3966","0.208"
"209","Oral Roberts","114","1552","617","4489","0.208"
"210","Buffalo","113","1385","574","3888","0.209"
"211","Toledo","106","1377","548","3965","0.209"
"212","Col. of Charleston","135","1763","706","5044","0.210"
"213","Dartmouth","86","1139","485","3113","0.210"
"214","Fla. Atlantic","99","1169","473","3305","0.211"
"215","Grambling","128","1593","674","4361","0.211"
"216","Bucknell","99","1335","563","3656","0.211"
"217","Holy Cross","107","1351","551","3785","0.211"
"218","Texas Southern","121","1461","633","3910","0.212"
"219","Arizona St.","113","1465","588","4139","0.212"
"220","Colorado","125","1679","724","4500","0.212"
"221","LSU","113","1460","596","4071","0.212"
"222","Southern California","125","1682","694","4654","0.212"
"223","Indiana St.","111","1594","657","4407","0.213"
"224","Oregon","126","1632","642","4654","0.213"
"225","Saint Mary's (CA)","114","1453","615","3932","0.213"
"226","California","117","1535","639","4201","0.213"
"227","Saint Francis (PA)","101","1322","527","3726","0.213"
"228","St. Francis Brooklyn","104","1269","514","3535","0.214"
"229","Saint Peter's","129","1699","715","4606","0.214"
"230","Ohio","117","1473","601","4066","0.214"
"231","Brown","99","1257","499","3534","0.214"
"232","Duquesne","102","1353","539","3791","0.215"
"233","Ga. Southern","119","1509","646","4017","0.215"
"234","Davidson","87","1167","492","3139","0.215"
"235","Milwaukee","114","1560","611","4410","0.215"
"236","CSU Bakersfield","122","1539","614","4270","0.217"
"237","UC Riverside","110","1388","522","3992","0.217"
"238","West Virginia","112","1436","611","3799","0.217"
"239","North Dakota St.","111","1536","616","4226","0.218"
"240","Hampton","103","1152","466","3147","0.218"
"241","Louisiana Tech","106","1432","580","3905","0.218"
"242","UAB","100","1294","536","3474","0.218"
"243","South Carolina","112","1332","549","3585","0.218"
"244","Washington","123","1587","665","4219","0.219"
"245","North Dakota","120","1675","657","4651","0.219"
"246","Ark.-Pine Bluff","99","1269","527","3384","0.219"
"247","Wake Forest","115","1425","615","3690","0.220"
"248","San Diego St.","125","1567","647","4175","0.220"
"249","Memphis","114","1422","562","3902","0.220"
"250","Georgia","115","1396","542","3872","0.221"
"251","Virginia","107","1339","554","3555","0.221"
"252","Virginia Tech","108","1313","536","3513","0.221"
"253","Portland","124","1528","598","4202","0.221"
"254","Belmont","103","1250","499","3390","0.222"
"255","Northwestern","113","1404","577","3723","0.222"
"256","Nevada","113","1446","567","3955","0.222"
"257","Coppin St.","117","1360","570","3548","0.223"
"258","Pacific","113","1300","494","3606","0.224"
"259","Incarnate Word","101","1308","514","3552","0.224"
"260","UMES","92","1121","488","2829","0.224"
"261","Columbia","87","1068","399","2984","0.224"
"262","Arkansas","103","1310","516","3537","0.224"
"263","The Citadel","113","1379","551","3688","0.225"
"264","McNeese","114","1542","628","4068","0.225"
"265","Oregon St.","121","1616","621","4426","0.225"
"266","Central Mich.","106","1393","538","3789","0.226"
"267","Kansas St.","98","1355","544","3591","0.226"
"268","Utah","128","1698","667","4563","0.226"
"269","Evansville","121","1427","533","3955","0.226"
"270","Akron","103","1272","480","3500","0.226"
"271","Chicago St.","120","1643","603","4583","0.227"
"272","Prairie View","111","1406","558","3730","0.227"
"273","Eastern Ky.","104","1403","560","3706","0.227"
"274","UMass Lowell","95","1164","454","3121","0.227"
"275","North Texas","131","1738","671","4689","0.228"
"276","Chattanooga","108","1343","498","3711","0.228"
"277","Ole Miss","124","1715","673","4561","0.228"
"278","Montana St.","113","1525","581","4127","0.229"
"279","Xavier","105","1507","608","3930","0.229"
"280","Northern Ill.","122","1696","664","4505","0.229"
"281","Hartford","86","1182","475","3083","0.229"
"282","Youngstown St.","104","1424","499","4031","0.229"
"283","Montana","114","1498","547","4120","0.231"
"284","NJIT","115","1398","523","3785","0.231"
"285","Penn","89","1161","466","3005","0.231"
"286","Binghamton","92","1212","469","3200","0.232"
"287","Temple","113","1612","588","4410","0.232"
"288","Iowa","121","1686","644","4484","0.232"
"289","LMU (CA)","112","1250","455","3405","0.233"
"290","Saint Louis","98","1202","434","3287","0.234"
"291","Providence","105","1371","521","3634","0.234"
"292","North Florida","122","1687","668","4353","0.234"
"293","Southern Ill.","106","1523","581","4019","0.234"
"294","Wichita St.","127","1721","633","4633","0.235"
"295","Marshall","108","1444","528","3899","0.235"
"296","Georgia Tech","125","1686","647","4418","0.235"
"297","CSUN","108","1352","510","3575","0.236"
"298","William & Mary","89","1127","439","2919","0.236"
"299","Cal St. Fullerton","100","1317","478","3553","0.236"
"300","Western Ill.","109","1445","570","3696","0.237"
"301","Eastern Wash.","105","1460","534","3908","0.237"
"302","Clemson","129","1672","665","4247","0.237"
"303","San Francisco","109","1475","579","3776","0.237"
"304","Fairleigh Dickinson","103","1481","573","3818","0.238"
"305","Miami (FL)","94","1228","492","3091","0.238"
"306","Utah St.","112","1571","633","3925","0.239"
"307","Quinnipiac","112","1439","539","3763","0.239"
"308","Manhattan","112","1410","561","3548","0.239"
"309","Southern Utah","112","1500","544","3983","0.240"
"310","North Carolina","96","1299","512","3270","0.241"
"311","Lamar University","99","1134","432","2910","0.241"
"312","Gonzaga","109","1481","560","3816","0.241"
"313","Rutgers","114","1457","574","3658","0.241"
"314","Middle Tenn.","101","1245","446","3307","0.242"
"315","UTEP","99","1414","531","3650","0.242"
"316","Santa Clara","108","1409","495","3770","0.242"
"317","Auburn","105","1408","552","3527","0.243"
"318","Mississippi St.","110","1512","566","3869","0.245"
"319","Seton Hall","105","1481","538","3829","0.246"
"320","A&M-Corpus Christi","111","1408","481","3759","0.247"
"321","Portland St.","107","1489","529","3868","0.248"
"322","South Dakota St.","104","1468","544","3704","0.249"
"323","Niagara","105","1529","562","3875","0.250"
"324","Savannah St.","81","938","359","2280","0.254"
"325","Ohio St.","122","1548","550","3916","0.255"
"326","Nicholls St.","100","1257","428","3218","0.258"
"327","Jacksonville","106","1295","455","3228","0.260"
"328","Norfolk St.","70","888","335","2120","0.261"
"329","Lafayette","99","1281","444","3192","0.262"
"330","Siena","114","1487","516","3699","0.263"
"331","Southeastern La.","101","1379","472","3355","0.270"
"332","South Carolina St.","82","1024","359","2344","0.284"
"333","DePaul","98","1402","400","3472","0.289"
"334","Delaware St.","99","1311","421","3029","0.294"
Reclassifying
"NR","California Baptist","128","1579","689","4705","0.189"
"NR","North Ala.","90","1243","464","3261","0.239"

NCAA Women's Volleyball
Division ITeam Attacks Per Set
Through Games 12/15/2018


"Rank","Name","S","W-L","Kills","Errors","Total Attacks","Per Set"
"1","Northern Ky.","121","21-10","1651","651","4995","41.28"
"2","Bradley","127","24-9","1745","680","5220","41.10"
"3","IUPUI","108","9-21","1297","641","4402","40.76"
"4","Bowling Green","114","19-12","1397","586","4586","40.23"
"5","Drake","125","21-15","1628","709","4987","39.90"
"6","Youngstown St.","104","7-22","1223","670","4114","39.56"
"7","Milwaukee","114","8-22","1450","684","4508","39.54"
"8","Green Bay","113","20-11","1544","638","4465","39.51"
"9","Delaware","107","9-19","1369","613","4219","39.43"
"10","Furman","110","13-16","1488","613","4326","39.33"
"11","South Dakota","111","21-10","1498","557","4353","39.22"
"12","Chicago St.","120","9-24","1467","795","4690","39.08"
"13","SMU","110","12-16","1452","666","4297","39.06"
"14","Valparaiso","146","27-11","1938","751","5697","39.02"
"15","Winthrop","112","16-14","1470","671","4361","38.94"
"16","UIC","118","18-13","1610","709","4566","38.69"
"17","Tulsa","114","19-12","1435","545","4409","38.68"
"18","Villanova","115","17-14","1480","521","4441","38.62"
"19","SIUE","105","9-20","1324","674","4045","38.52"
"20","Cleveland St.","114","17-12","1415","601","4384","38.46"
"21","Saint Francis (PA)","101","5-22","1190","630","3871","38.33"
"22","UNI","126","24-10","1890","711","4829","38.33"
"23","Temple","113","8-22","1438","621","4328","38.30"
"24","Eastern Ill.","112","10-21","1292","549","4288","38.29"
"25","Oregon St.","121","11-21","1507","759","4620","38.18"
"26","New Hampshire","105","12-15","1361","599","4009","38.18"
"27","Loyola Maryland","119","14-16","1558","710","4533","38.09"
"28","Illinois St.","115","25-8","1645","550","4373","38.03"
"29","Eastern Mich.","128","21-14","1795","661","4864","38.00"
"","Wright St.","114","15-14","1387","669","4332","38.00"
"31","La Salle","107","18-12","1452","549","4064","37.98"
"32","Oral Roberts","114","9-19","1390","627","4328","37.96"
"33","Purdue Fort Wayne","120","18-14","1638","671","4548","37.90"
"34","Notre Dame","106","16-12","1341","522","4017","37.90"
"35","Houston","126","17-16","1612","766","4769","37.85"
"36","UCF","117","27-4","1623","549","4427","37.84"
"37","Rice","118","24-7","1727","574","4462","37.81"
"38","UC Santa Barbara","112","17-12","1520","566","4227","37.74"
"39","Missouri St.","118","17-15","1576","674","4446","37.68"
"40","UTSA","105","19-8","1462","583","3955","37.67"
"41","Iona","102","20-8","1436","597","3840","37.65"
"42","Bryant","139","22-13","1882","902","5228","37.61"
"43","Yale","81","19-5","1107","452","3046","37.60"
"44","UConn","119","15-16","1613","800","4472","37.58"
"45","Northern Ariz.","132","26-9","1737","501","4959","37.57"
"46","Murray St.","116","22-10","1542","646","4354","37.53"
"47","Northern Colo.","111","15-14","1470","627","4165","37.52"
"48","Western Caro.","105","12-16","1226","522","3932","37.45"
"49","Samford","136","19-15","1801","745","5088","37.41"
"50","Oregon","126","23-11","1851","599","4712","37.40"
"51","Sam Houston St.","108","22-8","1361","578","4038","37.39"
"52","Appalachian St.","112","22-9","1547","638","4187","37.38"
"53","George Washington","102","11-15","1211","631","3810","37.35"
"54","Hawaii","102","18-9","1373","571","3799","37.25"
"55","UCLA","101","13-14","1257","498","3761","37.24"
"56","Charleston So.","97","13-12","1107","525","3612","37.24"
"57","James Madison","112","22-7","1495","532","4169","37.22"
"58","Wichita St.","127","14-18","1666","684","4727","37.22"
"59","UC Riverside","110","9-19","1349","674","4089","37.17"
"60","UT Martin","123","14-17","1509","734","4568","37.14"
"61","UNC Greensboro","103","13-16","1265","584","3822","37.11"
"62","Southern California","125","22-11","1743","611","4637","37.10"
"63","UC Davis","107","16-12","1408","583","3969","37.09"
"64","Iowa St.","123","21-13","1741","587","4562","37.09"
"65","Austin Peay","121","27-5","1671","613","4486","37.07"
"66","UTRGV","115","22-9","1500","553","4259","37.03"
"67","North Dakota","120","14-18","1469","621","4431","36.93"
"68","Toledo","106","9-18","1233","582","3913","36.92"
"69","LIU Brooklyn","91","15-9","1141","533","3358","36.90"
"70","Marshall","108","10-19","1329","616","3982","36.87"
"71","Miami (OH)","124","23-9","1588","667","4565","36.81"
"72","Kent St.","116","13-18","1354","603","4269","36.80"
"73","Elon","105","13-15","1247","605","3861","36.77"
"74","Northeastern","109","16-14","1375","670","4007","36.76"
"75","Indiana St.","111","10-20","1315","594","4080","36.76"
"76","UMBC","106","7-19","1296","630","3895","36.75"
"77","Central Mich.","106","7-21","1319","665","3894","36.74"
"78","Oakland","108","10-17","1313","645","3964","36.70"
"79","Minnesota","107","27-4","1594","422","3927","36.70"
"80","Houston Baptist","127","16-16","1650","732","4655","36.65"
"81","Sacramento St.","120","16-16","1486","620","4395","36.63"
"82","Arkansas","103","11-17","1344","554","3768","36.58"
"83","Fairfield","107","14-16","1354","700","3911","36.55"
"84","Col. of Charleston","135","24-12","1913","685","4930","36.52"
"85","North Dakota St.","111","9-20","1246","684","4053","36.51"
"86","Stony Brook","106","21-9","1403","483","3867","36.48"
"87","UT Arlington","103","16-12","1280","544","3757","36.48"
"88","DePaul","98","5-24","1174","628","3574","36.47"
"89","USC Upstate","124","13-19","1470","675","4518","36.44"
"90","Brown","99","11-13","1220","487","3607","36.43"
"91","Abilene Christian","118","13-16","1428","622","4293","36.38"
"92","NC State","110","15-13","1451","654","3998","36.35"
"93","Princeton","87","19-6","1227","417","3161","36.33"
"94","Georgia St.","95","7-19","1121","577","3447","36.28"
"95","SFA","120","32-3","1580","539","4353","36.28"
"96","Cornell","93","14-10","1199","527","3370","36.24"
"97","ETSU","125","28-7","1712","597","4529","36.23"
"98","Oklahoma","108","17-11","1414","566","3913","36.23"
"99","Kansas St.","98","15-12","1305","454","3548","36.20"
"100","Sacred Heart","99","17-10","1300","612","3582","36.18"
"101","Tennessee Tech","118","11-19","1404","737","4265","36.14"
"102","Alabama","116","20-12","1504","588","4192","36.14"
"103","Creighton","118","29-5","1689","565","4264","36.14"
"104","Louisiana Tech","106","6-23","1214","581","3830","36.13"
"105","Utah Valley","141","20-14","1781","742","5093","36.12"
"106","Tennessee","125","26-6","1783","660","4514","36.11"
"107","Arizona","125","22-11","1733","665","4508","36.06"
"108","Tulane","143","29-9","1952","747","5155","36.05"
"109","Wofford","111","14-16","1386","657","4000","36.04"
"110","Louisiana","112","15-15","1394","533","4036","36.04"
"111","Southern Utah","112","6-24","1310","568","4035","36.03"
"112","Navy","118","23-9","1493","653","4251","36.03"
"113","Michigan","122","24-10","1646","648","4390","35.98"
"114","Army West Point","119","14-15","1563","733","4280","35.97"
"115","Ohio","117","13-18","1452","616","4208","35.97"
"116","Central Conn. St.","95","13-13","1132","466","3414","35.94"
"117","Duquesne","102","12-16","1219","565","3665","35.93"
"118","Coastal Caro.","93","12-13","1153","499","3340","35.91"
"119","Tennessee St.","113","9-19","1311","612","4057","35.90"
"120","Southeast Mo. St.","112","16-14","1385","579","4020","35.89"
"121","Ball St.","120","22-10","1576","564","4307","35.89"
"122","Baylor","118","20-9","1642","648","4234","35.88"
"123","Towson","123","17-15","1644","648","4413","35.88"
"124","East Carolina","104","13-16","1288","581","3730","35.87"
"125","Montana St.","113","11-19","1344","619","4051","35.85"
"126","Idaho","123","23-10","1652","516","4408","35.84"
"127","Indiana","120","16-15","1544","629","4300","35.83"
"128","Arizona St.","113","14-18","1405","627","4048","35.82"
"129","TCU","102","15-12","1360","567","3653","35.81"
"130","Eastern Wash.","105","8-22","1124","585","3760","35.81"
"131","LSU","113","12-17","1460","588","4044","35.79"
"132","A&M-Corpus Christi","111","9-21","1365","616","3968","35.75"
"133","Holy Cross","107","8-21","1163","679","3824","35.74"
"134","Columbia","87","10-14","1083","509","3107","35.71"
"135","UC Irvine","105","16-13","1346","533","3747","35.69"
"136","Marquette","115","28-7","1691","536","4102","35.67"
"137","George Mason","91","10-14","1050","542","3245","35.66"
"138","Washington St.","130","23-10","1716","627","4635","35.65"
"139","Xavier","105","10-19","1282","593","3743","35.65"
"140","Belmont","103","5-23","1130","640","3670","35.63"
"141","Western Mich.","116","16-14","1488","582","4133","35.63"
"142","South Fla.","129","20-12","1636","600","4596","35.63"
"143","Montana","114","10-21","1392","685","4061","35.62"
"144","Georgetown","111","17-13","1432","622","3954","35.62"
"145","Morehead St.","113","21-10","1497","622","4025","35.62"
"146","Binghamton","92","5-20","1028","539","3276","35.61"
"147","CSU Bakersfield","122","14-16","1470","695","4344","35.61"
"148","Colgate","103","14-15","1287","519","3667","35.60"
"149","Seattle U","112","11-19","1373","643","3986","35.59"
"","Boston College","112","15-15","1452","621","3986","35.59"
"151","UTEP","99","5-21","1128","566","3522","35.58"
"152","Radford","106","22-7","1406","593","3769","35.56"
"153","FIU","117","19-12","1485","659","4160","35.56"
"154","UMKC","123","21-11","1646","650","4372","35.54"
"155","Fla. Atlantic","99","21-7","1517","525","3518","35.54"
"156","Nevada","113","8-21","1356","625","4012","35.50"
"157","Omaha","112","17-12","1480","600","3976","35.50"
"","Dartmouth","86","10-15","1003","460","3053","35.50"
"159","Northwestern St.","101","12-15","1244","527","3585","35.50"
"160","Northern Ill.","122","11-21","1430","642","4330","35.49"
"161","NJIT","115","4-28","1158","814","4080","35.48"
"162","Evansville","121","10-21","1471","745","4292","35.47"
"163","California","117","15-16","1538","576","4150","35.47"
"164","Little Rock","125","19-13","1647","578","4433","35.46"
"165","Troy","116","11-19","1437","720","4111","35.44"
"166","Akron","103","11-16","1280","549","3650","35.44"
"167","Portland St.","107","5-25","1184","556","3790","35.42"
"168","Charlotte","124","16-15","1523","535","4392","35.42"
"169","Canisius","104","17-12","1410","482","3682","35.40"
"170","St. John's (NY)","138","23-12","1794","748","4884","35.39"
"171","Southern Ill.","106","5-26","1100","599","3750","35.38"
"172","Utah","128","19-14","1758","666","4528","35.38"
"173","San Jose St.","103","16-11","1354","621","3643","35.37"
"174","Lehigh","107","19-8","1302","532","3781","35.34"
"175","FGCU","120","27-7","1623","528","4239","35.33"
"176","UNCW","104","15-12","1220","471","3672","35.31"
"177","Weber St.","105","18-10","1342","520","3707","35.30"
"178","Arkansas St.","126","19-14","1625","704","4448","35.30"
"179","Lipscomb","108","18-12","1498","595","3810","35.28"
"180","Fordham","108","10-17","1282","545","3809","35.27"
"181","Loyola Chicago","108","16-14","1380","527","3808","35.26"
"182","Duke","108","16-12","1453","536","3807","35.25"
"183","San Francisco","109","9-20","1259","583","3841","35.24"
"184","Washington","123","20-13","1653","656","4330","35.20"
"185","Rider","116","19-11","1367","611","4083","35.20"
"186","Hofstra","127","25-8","1769","628","4469","35.19"
"187","Howard","108","20-11","1394","625","3797","35.16"
"188","South Dakota St.","104","6-23","1200","594","3655","35.14"
"189","Idaho St.","125","19-14","1644","628","4393","35.14"
"190","Robert Morris","116","11-18","1348","605","4076","35.14"
"191","Ole Miss","124","14-18","1609","639","4348","35.06"
"192","Penn St.","118","26-8","1641","547","4137","35.06"
"193","Texas Tech","110","17-13","1433","564","3856","35.05"
"194","Florida A&M","103","11-17","1171","543","3610","35.05"
"195","Grand Canyon","107","11-17","1242","581","3749","35.04"
"196","Georgia","115","15-14","1515","640","4029","35.03"
"197","Quinnipiac","112","9-21","1351","675","3921","35.01"
"198","Pacific","113","13-16","1531","703","3956","35.01"
"199","Wisconsin","117","25-7","1656","486","4096","35.01"
"200","Cal St. Fullerton","100","6-24","1105","569","3498","34.98"
"201","Maryland","114","18-14","1414","591","3987","34.97"
"202","Butler","105","9-21","1233","571","3672","34.97"
"203","Albany (NY)","102","16-11","1202","529","3566","34.96"
"204","Texas A&M","123","17-13","1654","673","4298","34.94"
"205","Buffalo","113","18-11","1509","606","3947","34.93"
"206","Gonzaga","109","11-18","1314","593","3807","34.93"
"207","Stetson","107","16-13","1241","466","3734","34.90"
"208","North Florida","122","11-22","1496","669","4256","34.89"
"209","North Texas","131","19-17","1702","646","4568","34.87"
"210","Eastern Ky.","104","5-23","1152","646","3626","34.87"
"211","UMass Lowell","95","5-21","1048","631","3312","34.86"
"212","Memphis","114","11-19","1372","683","3972","34.84"
"213","Seton Hall","105","10-20","1318","523","3657","34.83"
"214","Niagara","105","9-19","1155","490","3656","34.82"
"215","UAB","100","13-15","1271","566","3481","34.81"
"216","Air Force","128","17-15","1627","721","4455","34.80"
"217","Iowa","121","15-16","1547","601","4211","34.80"
"218","Prairie View","111","7-25","1182","754","3861","34.78"
"219","New Mexico St.","124","24-8","1609","641","4310","34.76"
"220","High Point","104","21-10","1401","570","3613","34.74"
"221","Pepperdine","111","22-9","1496","531","3856","34.74"
"222","San Diego","112","18-13","1532","645","3888","34.71"
"223","Boise St.","112","18-11","1405","597","3886","34.70"
"224","Harvard","90","11-12","1034","537","3122","34.69"
"225","Saint Mary's (CA)","114","19-10","1445","522","3954","34.68"
"226","La.-Monroe","104","11-19","1129","542","3605","34.66"
"227","Santa Clara","108","6-24","1315","619","3741","34.64"
"228","Davidson","87","12-13","1015","394","3011","34.61"
"229","Incarnate Word","101","10-17","1194","501","3495","34.60"
"230","West Virginia","112","11-19","1313","661","3874","34.59"
"231","Kentucky","109","26-5","1574","440","3770","34.59"
"232","Louisville","116","22-9","1629","635","4007","34.54"
"233","UNC Asheville","100","16-12","1159","476","3451","34.51"
"234","Chattanooga","108","10-20","1239","567","3726","34.50"
"235","Purdue","130","24-9","1727","615","4481","34.47"
"236","Texas St.","124","27-7","1748","626","4269","34.43"
"237","Jacksonville St.","124","18-14","1627","738","4263","34.38"
"238","Colorado","125","18-14","1666","638","4296","34.37"
"239","Presbyterian","112","10-17","1273","611","3846","34.34"
"240","Saint Louis","98","8-20","1187","555","3364","34.33"
"241","Dayton","118","23-8","1642","540","4049","34.31"
"242","Saint Peter's","129","9-25","1351","651","4426","34.31"
"243","Georgia Tech","125","18-15","1619","634","4285","34.28"
"244","CSUN","108","8-20","1310","589","3702","34.28"
"245","North Carolina","96","8-19","1161","569","3290","34.27"
"246","Fresno St.","130","22-11","1686","661","4451","34.24"
"247","Ark.-Pine Bluff","99","8-21","992","538","3388","34.22"
"248","Campbell","95","9-17","1074","590","3250","34.21"
"249","Rhode Island","96","9-17","1072","546","3284","34.21"
"250","Long Beach St.","114","16-13","1473","559","3897","34.18"
"251","Bucknell","99","8-19","1101","511","3383","34.17"
"252","Mercer","107","16-13","1371","580","3656","34.17"
"253","Denver","110","27-3","1552","541","3753","34.12"
"254","Florida St.","109","19-10","1485","483","3718","34.11"
"255","Marist","115","14-15","1397","650","3922","34.10"
"256","McNeese","114","10-22","1319","542","3887","34.10"
"257","Bethune-Cookman","119","16-16","1324","644","4056","34.08"
"258","Northwestern","113","16-16","1408","694","3851","34.08"
"259","Fairleigh Dickinson","103","2-28","955","572","3501","33.99"
"260","Southern Miss.","127","17-15","1720","703","4314","33.97"
"261","Stanford","121","34-1","1791","530","4110","33.97"
"262","Nicholls St.","100","3-26","1034","591","3396","33.96"
"263","Middle Tenn.","101","7-21","1180","579","3428","33.94"
"264","Illinois","132","32-4","1870","609","4480","33.94"
"265","Auburn","105","12-16","1324","529","3563","33.93"
"266","Ohio St.","122","12-20","1503","673","4139","33.93"
"267","Providence","105","8-21","1263","595","3561","33.91"
