 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/21/2019


"Rank","Name","S","W-L","Aces","Per Set"
"104","Southern California","132","18-14","1718","13.02"
"105","Purdue","122","24-8","1585","12.99"
"106","Arizona","117","15-17","1520","12.99"
"107","SFA","114","31-2","1481","12.99"
"108","North Florida","126","15-18","1636","12.98"
"109","Notre Dame","115","19-10","1493","12.98"
"110","Hartford","109","16-13","1415","12.98"
"111","Wyoming","119","22-9","1542","12.96"
"112","Villanova","112","22-9","1450","12.95"
"113","Boston College","128","20-12","1656","12.94"
"114","Washington St.","123","23-10","1590","12.93"
"115","VCU","112","24-7","1445","12.90"
"116","Texas St.","118","24-9","1521","12.89"
"117","South Carolina","114","20-12","1469","12.89"
"118","Memphis","110","17-11","1417","12.88"
"119","Pacific","120","13-17","1545","12.88"
"120","Akron","103","16-12","1325","12.86"
"121","Delaware","104","15-14","1336","12.85"
"122","West Virginia","108","12-17","1387","12.84"
"123","Grand Canyon","116","24-6","1489","12.84"
"124","Syracuse","94","12-13","1205","12.82"
"125","Saint Louis","112","17-12","1435","12.81"
"126","Appalachian St.","116","13-17","1485","12.80"
"127","Oklahoma","111","19-9","1419","12.78"
"128","Tulane","131","22-11","1674","12.78"
"129","Southern Utah","116","15-16","1482","12.78"
"130","Tulsa","132","18-16","1685","12.77"
"131","Bryant","113","15-17","1442","12.76"
"132","UC Davis","112","17-13","1428","12.75"
"133","Western Mich.","112","14-14","1427","12.74"
"134","Bowling Green","127","20-13","1618","12.74"
"135","North Carolina","107","15-13","1363","12.74"
"136","Oakland","108","15-14","1375","12.73"
"137","New Orleans","111","13-18","1413","12.73"
"138","San Jose St.","107","10-19","1362","12.73"
"139","Western Caro.","113","17-13","1438","12.73"
"140","Denver","117","23-9","1488","12.72"
"141","Santa Clara","124","21-12","1576","12.71"
"142","Bradley","119","15-15","1512","12.71"
"143","Montana St.","112","15-14","1423","12.71"
"144","Arkansas St.","116","17-13","1473","12.70"
"145","Marshall","101","18-10","1282","12.69"
"146","High Point","122","21-13","1548","12.69"
"147","Marist","115","15-15","1459","12.69"
"148","FIU","103","10-16","1306","12.68"
"149","Houston Baptist","118","17-15","1494","12.66"
"150","Purdue Fort Wayne","128","18-15","1617","12.63"
"151","Central Conn. St.","117","15-15","1477","12.62"
"152","Louisville","121","22-10","1526","12.61"
"153","Tennessee Tech","112","13-17","1412","12.61"
"154","South Alabama","119","20-11","1500","12.61"
"155","Campbell","108","17-13","1361","12.60"
"156","Northern Ariz.","124","21-11","1562","12.60"
"157","Southeastern La.","118","14-17","1486","12.59"
"158","James Madison","93","20-8","1171","12.59"
"159","Boise St.","111","18-12","1397","12.59"
"160","Iowa","115","10-21","1447","12.58"
"161","Mercer","114","14-17","1433","12.57"
"162","Northwestern","118","14-18","1482","12.56"
"163","Nevada","114","17-13","1430","12.54"
"164","Temple","92","12-15","1154","12.54"
"165","Austin Peay","118","11-20","1479","12.53"
"166","Brown","87","13-10","1090","12.53"
"167","Morgan St.","114","18-13","1427","12.52"
"168","Oregon St.","122","9-22","1527","12.52"
"169","Penn","82","11-10","1026","12.51"
"170","UC Riverside","101","6-22","1263","12.50"
"171","UAB","98","12-15","1225","12.50"
"172","Clemson","107","11-18","1337","12.50"
"173","Florida St.","105","19-10","1311","12.49"
"174","Presbyterian","103","15-15","1286","12.49"
"175","Arizona St.","124","17-14","1548","12.48"
"176","Buffalo","119","13-17","1484","12.47"
"177","Rider","115","15-16","1434","12.47"
"178","SIUE","112","14-15","1396","12.46"
"179","TCU","108","12-18","1346","12.46"
"180","Nicholls St.","106","11-16","1321","12.46"
"181","Sacramento St.","130","14-18","1619","12.45"
"182","Fresno St.","104","14-16","1295","12.45"
"183","Virginia","107","13-18","1332","12.45"
"184","NC State","123","11-19","1530","12.44"
"185","Siena","111","11-18","1376","12.40"
"186","Bucknell","102","14-14","1263","12.38"
"187","Quinnipiac","114","14-16","1411","12.38"
"188","UT Martin","118","13-19","1460","12.37"
"189","Cal Poly","110","21-9","1361","12.37"
"190","Howard","121","20-13","1497","12.37"
"191","North Dakota St.","112","13-16","1384","12.36"
"192","Louisiana","110","14-16","1359","12.35"
"193","Eastern Ky.","99","9-21","1223","12.35"
"194","LSU","102","15-13","1260","12.35"
"195","Stetson","103","12-15","1271","12.34"
"196","Kansas St.","113","9-19","1391","12.31"
"197","CSUN","108","12-16","1329","12.31"
"198","Cleveland St.","108","8-19","1328","12.30"
"199","Wofford","116","15-16","1425","12.28"
"200","Missouri St.","125","10-22","1534","12.27"
"201","Elon","129","14-18","1583","12.27"
"202","N.C. A&T","115","16-15","1408","12.24"
"203","Southeast Mo. St.","129","23-11","1576","12.22"
"204","Lamar University","94","9-17","1148","12.21"
"205","Colorado","106","13-17","1293","12.20"
"206","Middle Tenn.","117","13-17","1425","12.18"
"207","Louisiana Tech","103","13-15","1254","12.17"
"208","Prairie View","136","17-22","1655","12.17"
"209","Arkansas","113","11-19","1374","12.16"
"210","Rhode Island","95","8-18","1155","12.16"
"211","Valparaiso","127","14-20","1544","12.16"
"212","Stony Brook","96","9-17","1167","12.16"
"213","San Francisco","108","8-21","1311","12.14"
"214","Jacksonville","116","10-21","1408","12.14"
"215","Lehigh","109","14-17","1323","12.14"
"216","Southern Ill.","134","14-18","1626","12.13"
"217","Furman","109","8-21","1322","12.13"
"218","Duke","110","12-19","1334","12.13"
"219","Miami (FL)","102","10-16","1236","12.12"
"220","Michigan St.","110","15-15","1329","12.08"
"221","Xavier","103","11-17","1244","12.08"
"222","Air Force","114","8-22","1375","12.06"
"223","Alabama St.","142","17-22","1708","12.03"
"224","Charleston So.","103","14-15","1238","12.02"
"225","Ole Miss","117","14-15","1405","12.01"
"226","New Hampshire","102","17-10","1224","12.00"
"227","Northern Ill.","110","8-22","1319","11.99"
"228","Utah Valley","113","11-19","1354","11.98"
"229","McNeese","106","11-17","1270","11.98"
"230","UMBC","88","7-16","1054","11.98"
"231","Wake Forest","105","14-15","1257","11.97"
"","LIU Brooklyn","105","12-17","1257","11.97"
"233","Idaho","124","13-18","1483","11.96"
"234","Portland","107","11-18","1279","11.95"
"235","UTEP","106","13-15","1267","11.95"
"236","Albany (NY)","99","16-11","1182","11.94"
"237","CSU Bakersfield","114","9-19","1361","11.94"
"238","UNC Greensboro","97","11-20","1158","11.94"
"239","Canisius","123","15-16","1468","11.93"
"240","Indiana","126","14-19","1503","11.93"
"241","Seattle U","120","13-18","1429","11.91"
"242","Georgia St.","105","10-17","1250","11.90"
"243","Butler","115","14-16","1369","11.90"
"244","Houston","141","16-17","1677","11.89"
"245","Lafayette","125","13-19","1482","11.86"
"246","UConn","104","12-16","1233","11.86"
"247","UTRGV","117","14-17","1384","11.83"
"248","Toledo","108","9-19","1277","11.82"
"249","Jackson St.","130","18-19","1537","11.82"
"250","Alabama A&M","114","20-15","1347","11.82"
"251","Oral Roberts","123","8-23","1453","11.81"
"252","Cal St. Fullerton","100","12-15","1181","11.81"
"253","Duquesne","94","10-17","1109","11.80"
"254","Dartmouth","89","10-15","1050","11.80"
"255","La.-Monroe","112","12-20","1320","11.79"
"256","St. Francis Brooklyn","119","14-17","1402","11.78"
"257","Col. of Charleston","102","7-21","1200","11.76"
"258","Alabama","105","12-17","1235","11.76"
"259","UNC Asheville","90","13-13","1058","11.76"
"260","South Fla.","113","7-23","1328","11.75"
"261","Harvard","88","5-18","1033","11.74"
"262","Charlotte","112","16-15","1312","11.71"
"263","Fordham","106","12-14","1239","11.69"
"264","New Mexico","115","11-19","1343","11.68"
"265","Davidson","105","10-18","1225","11.67"
"266","Mississippi St.","114","13-17","1326","11.63"
"267","Saint Mary's (CA)","106","11-17","1232","11.62"
"268","Hampton","95","8-17","1103","11.61"
"269","Indiana St.","103","7-21","1195","11.60"
"270","George Washington","100","15-14","1160","11.60"
"271","Southern Miss.","102","3-26","1183","11.60"
"272","Texas Southern","103","11-18","1194","11.59"
"273","Delaware St.","110","12-18","1274","11.58"
"274","Niagara","105","13-16","1214","11.56"
"275","Coppin St.","114","13-18","1316","11.54"
"276","Wichita St.","105","9-19","1209","11.51"
"277","Gonzaga","110","11-19","1266","11.51"
"278","Georgetown","122","13-19","1402","11.49"
"279","UMES","127","12-19","1459","11.49"
"280","UC Irvine","105","5-23","1206","11.49"
"281","Kansas","96","9-17","1102","11.48"
"282","Holy Cross","111","5-25","1272","11.46"
"283","Drake","125","9-22","1432","11.46"
"284","Auburn","103","7-22","1179","11.45"
"285","Virginia Tech","121","11-20","1384","11.44"
"286","Belmont","108","2-29","1231","11.40"
"287","Chicago St.","119","5-26","1355","11.39"
"288","Abilene Christian","93","7-19","1054","11.33"
"289","South Dakota St.","107","6-22","1212","11.33"
"290","Chattanooga","115","7-23","1302","11.32"
"291","UNCW","117","14-15","1322","11.30"
"292","George Mason","97","4-22","1096","11.30"
"293","The Citadel","111","11-20","1249","11.25"
"294","Providence","115","6-25","1292","11.23"
"295","Montana","112","7-23","1255","11.21"
"296","Idaho St.","115","7-23","1288","11.20"
"297","Maryland","127","13-19","1421","11.19"
"298","North Dakota","113","12-18","1264","11.19"
"299","Incarnate Word","114","7-23","1275","11.18"
"300","Radford","95","10-16","1062","11.18"
"301","USC Upstate","101","8-19","1126","11.15"
"302","William & Mary","97","7-20","1081","11.14"
"303","IUPUI","115","7-22","1275","11.09"
"304","Western Ill.","107","6-23","1186","11.08"
"305","Tennessee St.","104","12-17","1150","11.06"
"306","Portland St.","111","10-19","1226","11.05"
"307","Youngstown St.","101","8-21","1115","11.04"
"308","Seton Hall","114","8-24","1258","11.04"
"309","N.C. Central","123","8-24","1357","11.03"
"310","Ga. Southern","101","7-20","1113","11.02"
"311","Rutgers","105","8-23","1153","10.98"
"312","Iona","101","5-23","1107","10.96"
"313","Eastern Wash.","113","6-24","1238","10.96"
"314","Eastern Ill.","106","3-26","1134","10.70"
"315","Little Rock","95","6-22","1007","10.60"
"316","Ark.-Pine Bluff","124","10-24","1292","10.42"
"317","Bethune-Cookman","118","8-24","1219","10.33"
"318","Manhattan","115","8-23","1184","10.30"
"319","Florida A&M","106","10-20","1067","10.07"
"320","Saint Francis (PA)","93","3-25","909","9.77"
"321","Southern U.","108","11-21","1041","9.64"
"322","Saint Peter's","109","3-27","1049","9.62"
"323","NJIT","110","1-31","1050","9.55"
"324","Binghamton","74","0-23","697","9.42"
"325","Gardner-Webb","84","3-22","791","9.42"
"326","Grambling","109","11-24","1014","9.30"
"327","Norfolk St.","86","2-23","787","9.15"
"328","Fairleigh Dickinson","98","4-26","891","9.09"
"329","Utah St.","108","2-28","975","9.03"
"330","Alcorn","102","7-23","913","8.95"
"331","Mississippi Val.","108","4-30","905","8.38"
"332","South Carolina St.","82","0-29","635","7.74"
Reclassifying
"NR","California Baptist","117","14-16","1423","12.16"
"NR","North Ala.","101","4-25","950","9.41"
"NR","Merrimack","78","1-24","651","8.35"

NCAA Women's Volleyball
Division IMatch W-L Pctg.
Through Games 12/21/2019


"Rank","Name","W","L","Pct."
"1","Western Ky.","32","2","0.941"
"2","SFA","31","2","0.939"
"3","Pittsburgh","30","2","0.938"
"4","Colorado St.","29","2","0.935"
"","Baylor","29","2","0.935"
"6","South Dakota","31","3","0.912"
"7","Towson","29","3","0.906"
"8","Stanford","30","4","0.882"
"9","New Mexico St.","27","4","0.871"
"","Rice","27","4","0.871"
"11","Hawaii","26","4","0.867"
"12","Texas","23","4","0.852"
"13","Nebraska","28","5","0.848"
"14","Florida","27","5","0.844"
"","FGCU","27","5","0.844"
"16","BYU","26","5","0.839"
"17","Robert Morris","25","5","0.833"
"18","Winthrop","24","5","0.828"
"19","Marquette","28","6","0.824"
"20","Penn St.","27","6","0.818"
"","Minnesota","27","6","0.818"
"22","Milwaukee","26","6","0.813"
"23","ETSU","25","6","0.806"
"","Creighton","25","6","0.806"
"","San Diego","25","6","0.806"
"26","Coastal Caro.","24","6","0.800"
"","Fairfield","24","6","0.800"
"","Wright St.","24","6","0.800"
"","Grand Canyon","24","6","0.800"
"","Samford","24","6","0.800"
"31","Wisconsin","27","7","0.794"
"","Washington","27","7","0.794"
"","Cincinnati","27","7","0.794"
"34","UC Santa Barbara","23","6","0.793"
"35","Kentucky","25","7","0.781"
"36","VCU","24","7","0.774"
"37","Georgia Tech","26","8","0.765"
"","Northern Colo.","26","8","0.765"
"39","UCF","25","8","0.758"
"40","American","24","8","0.750"
"","Purdue","24","8","0.750"
"","Colgate","24","8","0.750"
"43","Weber St.","26","9","0.743"
"44","Texas A&M","23","8","0.742"
"45","Cornell","17","6","0.739"
"46","Missouri","22","8","0.733"
"47","Texas St.","24","9","0.727"
"48","Denver","23","9","0.719"
"49","James Madison","20","8","0.714"
"50","Villanova","22","9","0.710"
"","Kennesaw St.","22","9","0.710"
"","Dayton","22","9","0.710"
"","Wyoming","22","9","0.710"
"54","Utah","24","10","0.706"
"55","Cal Poly","21","9","0.700"
"","Central Mich.","21","9","0.700"
"","Green Bay","21","9","0.700"
"58","Troy","23","10","0.697"
"","Washington St.","23","10","0.697"
"","Morehead St.","23","10","0.697"
"61","Louisville","22","10","0.688"
"","Army West Point","22","10","0.688"
"63","UNI","24","11","0.686"
"64","Princeton","17","8","0.680"
"65","Oklahoma","19","9","0.679"
"66","Southeast Mo. St.","23","11","0.676"
"67","Tulane","22","11","0.667"
"","Georgia","20","10","0.667"
"","California","20","10","0.667"
"","Jacksonville St.","20","10","0.667"
"71","Michigan","21","11","0.656"
"","Loyola Chicago","21","11","0.656"
"","Northern Ariz.","21","11","0.656"
"74","Florida St.","19","10","0.655"
"","Notre Dame","19","10","0.655"
"76","Yale","15","8","0.652"
"77","St. John's (NY)","22","12","0.647"
"","Illinois St.","22","12","0.647"
"79","South Alabama","20","11","0.645"
"","UNLV","20","11","0.645"
"","UIC","20","11","0.645"
"82","Marshall","18","10","0.643"
"","SMU","18","10","0.643"
"84","Santa Clara","21","12","0.636"
"","Liberty","21","12","0.636"
"86","East Carolina","19","11","0.633"
"","Murray St.","19","11","0.633"
"88","New Hampshire","17","10","0.630"
"89","South Carolina","20","12","0.625"
"","Sacred Heart","20","12","0.625"
"","Ball St.","20","12","0.625"
"","Boston College","20","12","0.625"
"93","Pepperdine","18","11","0.621"
"94","High Point","21","13","0.618"
"95","A&M-Corpus Christi","19","12","0.613"
"","UCLA","19","12","0.613"
"97","Memphis","17","11","0.607"
"","North Texas","17","11","0.607"
"99","Bowling Green","20","13","0.606"
"","Howard","20","13","0.606"
"","Northwestern St.","20","13","0.606"
"102","Boise St.","18","12","0.600"
"103","Northern Ky.","19","13","0.594"
"104","Albany (NY)","16","11","0.593"
"","Fla. Atlantic","16","11","0.593"
"106","UT Arlington","20","14","0.588"
"107","Iowa St.","17","12","0.586"
"","Saint Louis","17","12","0.586"
"","Navy","17","12","0.586"
"","Hofstra","17","12","0.586"
"","UMKC","17","12","0.586"
"","Miami (OH)","17","12","0.586"
"113","Ohio","18","13","0.581"
"","Morgan St.","18","13","0.581"
"115","Sam Houston St.","19","14","0.576"
"","Omaha","19","14","0.576"
"117","Alabama A&M","20","15","0.571"
"","Akron","16","12","0.571"
"119","Texas Tech","17","13","0.567"
"","Western Caro.","17","13","0.567"
"","Campbell","17","13","0.567"
"","Nevada","17","13","0.567"
"","Arkansas St.","17","13","0.567"
"","UC Davis","17","13","0.567"
"125","Brown","13","10","0.565"
"126","Southern California","18","14","0.563"
"127","Hartford","16","13","0.552"
"","Lipscomb","16","13","0.552"
"129","Arizona St.","17","14","0.548"
"130","Purdue Fort Wayne","18","15","0.545"
"131","North Carolina","15","13","0.536"
"","LSU","15","13","0.536"
"","Tennessee","15","13","0.536"
"134","Central Ark.","16","14","0.533"
"","Evansville","16","14","0.533"
"","Illinois","16","14","0.533"
"","UTSA","16","14","0.533"
"138","Houston Baptist","17","15","0.531"
"139","Tulsa","18","16","0.529"
"140","Penn","11","10","0.524"
"141","La Salle","15","14","0.517"
"","Oakland","15","14","0.517"
"","Northeastern","15","14","0.517"
"","San Diego St.","15","14","0.517"
"","George Washington","15","14","0.517"
"","Montana St.","15","14","0.517"
